,acc,precision,recall,f1
0,0.8116071428571429,0.809968231075982,0.8116071428571429,0.8079381413973254
1,0.8158482142857143,0.8184663514743888,0.8158482142857143,0.8089417767624243
2,0.8122767857142857,0.8109196180954419,0.8122767857142857,0.8085541674100424
3,0.8258928571428571,0.8250177962720024,0.8258928571428572,0.8229489385488347
4,0.8113839285714286,0.8108841083771734,0.8113839285714286,0.8079142204383638
