,precision,recall,f1
0,0.3281795511221945,0.3637368711995578,0.3450445726271631
1,0.2815707273538599,0.34881149806522943,0.31160493827160496
2,0.31786771964461996,0.3559977888336097,0.33585397653194266
3,0.35195530726256985,0.3482587064676617,0.3500972492358989
4,0.34243697478991597,0.3604201216141515,0.35119849178561807
5,0.335490293678447,0.37258153676064126,0.35306443163960194
6,0.3638368246968026,0.3648424543946932,0.36433894562517255
7,0.3581191908146528,0.36207849640685463,0.36008796041781205
8,0.36484333510355815,0.37976782752902155,0.3721560130010834
9,0.3890784982935154,0.3781094527363184,0.38351555929352393
10,0.37640449438202245,0.37037037037037035,0.37336305377542484
11,0.37720706260032105,0.38971807628524047,0.38336052202283855
12,0.4154746423927178,0.35323383084577115,0.3818344786375859
13,0.3978629792583281,0.34991708126036486,0.3723529411764706
14,0.3990498812351544,0.3714759535655058,0.3847695390781563
15,0.40160394818013573,0.3598673300165838,0.37959183673469393
16,0.3980392156862745,0.33665008291873966,0.36477987421383645
17,0.4097222222222222,0.3587617468214483,0.38255231358679637
18,0.404227212681638,0.3383084577114428,0.3683418597652724
19,0.4118412491867274,0.34991708126036486,0.378362223550508
20,0.43080054274084123,0.3510226644555003,0.38684130368565334
21,0.427681660899654,0.3416252072968491,0.379840196681008
22,0.3888157894736842,0.32669983416252074,0.3550615800540703
23,0.41168996188055906,0.3582089552238806,0.38309193023943244
24,0.4264808362369338,0.3383084577114428,0.37731196054254007
25,0.4297520661157025,0.3449419568822554,0.3827046918123275
26,0.41818181818181815,0.3559977888336097,0.38459241564646157
27,0.43571924947880475,0.3466003316749585,0.3860837438423645
28,0.42949640287769786,0.33001658374792703,0.37324163801187865
29,0.42198100407055633,0.34383637368711994,0.37892171794090773
30,0.42683797287651676,0.33056937534549474,0.37258566978193147
31,0.42093862815884475,0.32227750138197897,0.36505948653725734
32,0.42426367461430575,0.33443891652846874,0.37403400309119006
33,0.4309978768577495,0.33665008291873966,0.3780260707635009
34,0.4335560504825538,0.3228302929795467,0.3700887198986058
35,0.4513590844062947,0.34881149806522943,0.3935141877143748
36,0.4403470715835141,0.33665008291873966,0.3815789473684211
37,0.4398216939078752,0.32725262576008846,0.37527733755942944
38,0.44772891131939435,0.34328358208955223,0.38861076345431783
39,0.4294205052005943,0.3195135433941404,0.36640253565768627
40,0.4239049740163326,0.3156440022111664,0.36185044359949303
41,0.4333843797856049,0.3128800442233278,0.36340288924558595
