,precision,recall,f1
0,0.3277967757694187,0.37092316196793806,0.3480290456431535
1,0.29620502710694924,0.3322277501381979,0.3131839499739448
2,0.33181818181818185,0.36318407960199006,0.3467933491686461
3,0.371854134565999,0.4002211166390271,0.38551650692225775
4,0.3729903536977492,0.38474295190713104,0.3787755102040816
5,0.36524300441826213,0.41127694859038144,0.3868954758190328
6,0.39492957746478874,0.3875069098949696,0.3911830357142857
7,0.38918283362727807,0.36594803758982863,0.37720797720797716
8,0.3930510314875136,0.4002211166390271,0.396603670227335
9,0.3965616045845272,0.3825317855168601,0.38942037141249297
10,0.3981209630064592,0.3747927031509121,0.38610478359908884
11,0.4066820276497696,0.3902708678828082,0.39830747531734834
12,0.3997613365155131,0.37037037037037035,0.3845050215208034
13,0.3979713603818616,0.3687119955776672,0.3827833572453372
14,0.4019607843137255,0.38529574350469875,0.393451876940446
15,0.40867875647668395,0.34881149806522943,0.3763793617655831
16,0.3935897435897436,0.33941404090657823,0.3644998515880083
17,0.4120913016656385,0.3692647871752349,0.38950437317784253
18,0.4137004701141706,0.34051962410171366,0.37355973317161917
19,0.4005218525766471,0.33941404090657823,0.36744464392579296
20,0.3981191222570533,0.3510226644555003,0.373090481786134
21,0.43515237420269315,0.33941404090657823,0.38136645962732924
22,0.3994760969220694,0.33720287451630737,0.36570743405275785
23,0.40280433397068194,0.34936428966279715,0.37418590882178804
24,0.40797940797940796,0.3504698728579326,0.37704430567945285
25,0.3977936404931862,0.3388612493090105,0.36597014925373134
26,0.42886041807147673,0.351575456053068,0.3863912515188335
27,0.4041976980365606,0.33001658374792703,0.36335970785149113
28,0.42747021723896284,0.33720287451630737,0.37700865265760203
29,0.42115768463073855,0.34991708126036486,0.3822463768115942
30,0.42188575361321407,0.3388612493090105,0.37584304107909267
31,0.41386554621848737,0.32669983416252074,0.36515291936978683
32,0.43162983425414364,0.3454947484798231,0.38378876266502915
33,0.4459358687546607,0.33056937534549474,0.3796825396825397
34,0.4232456140350877,0.3200663349917081,0.364494806421152
35,0.4272300469483568,0.3521282476506357,0.38606060606060605
36,0.4431731502669718,0.32117191818684354,0.37243589743589745
37,0.42366691015339664,0.3206191265892758,0.36500943989930773
38,0.4220640569395018,0.32780541735765617,0.36901057871810833
39,0.44036009002250565,0.3244886677722499,0.37364735837046464
40,0.4486661277283751,0.3067993366500829,0.3644123440577807
41,0.4321167883211679,0.32725262576008846,0.3724441648317081
